PlatformWorkedWith
Android;Windows Desktop or Server;Firebase
NA
Linux;Mac OS;Windows Desktop or Server;WordPress
Android;Azure;Google Cloud Platform/App Engine;iOS;Linux;Mac OS;Windows Phone
NA
Linux
NA
AWS;Linux
AWS;Linux
Heroku;Mac OS;WordPress
Mac OS
NA
Android;Windows Desktop or Server
Linux;Raspberry Pi
Linux
iOS;Linux;Mac OS
Android
NA
Google Cloud Platform/App Engine;Linux
Linux;Mac OS;Raspberry Pi;Windows Desktop or Server
AWS;Azure;Linux;Mac OS;Raspberry Pi;Serverless;WordPress
NA
AWS;Linux
Arduino;ESP8266;Google Home;Heroku;iOS
WordPress
Linux;SharePoint
Azure;Windows Desktop or Server
NA
Windows Desktop or Server;Windows Phone
Linux;Mac OS
Linux
Android
Android;Arduino;AWS;Linux
NA
SharePoint
Android
NA
AWS;Azure;Firebase
Windows Desktop or Server
Android;Firebase
Android;AWS;Drupal;Google Home;Windows Desktop or Server;WordPress
Android;Google Cloud Platform/App Engine;Google Home;Firebase
Linux;Mac OS
NA
SharePoint
Linux;Raspberry Pi;Windows Desktop or Server
NA
Windows Desktop or Server
Linux
Windows Desktop or Server
NA
Arduino;Linux;Raspberry Pi
iOS;Mac OS
Android;iOS;Salesforce;WordPress;Firebase
Android;Linux
Linux
AWS;Azure
NA
Azure;iOS;Linux;Mac OS
Linux;Windows Desktop or Server
AWS;Google Cloud Platform/App Engine;Serverless;Firebase
Heroku
NA
NA
NA
Windows Desktop or Server
NA
AWS;Linux;Windows Desktop or Server
Windows Desktop or Server
NA
IBM Cloud or Watson;Linux;Mainframe;Firebase
Android
Amazon Echo;Android;AWS
Android;AWS;Azure;Heroku;iOS;Firebase
Android;AWS;iOS;Mac OS;WordPress;Firebase
NA
NA
NA
iOS;Linux;Mac OS
SharePoint;Windows Desktop or Server
Azure;Drupal;Google Cloud Platform/App Engine;Linux;WordPress;Firebase
NA
Windows Desktop or Server
Google Cloud Platform/App Engine
Linux;WordPress
Android;Firebase
Azure;Serverless;Windows Desktop or Server
Android;Heroku;IBM Cloud or Watson;Serverless;Firebase
AWS;Azure;Heroku;Linux
Android;AWS;Heroku;iOS;Linux;Mac OS;Windows Desktop or Server
iOS;Firebase
iOS;Linux;Raspberry Pi;Windows Desktop or Server
Android;iOS;Linux;Windows Desktop or Server
NA
Salesforce
Linux
NA
AWS;Azure;Heroku;Linux
Raspberry Pi;Windows Desktop or Server
Windows Desktop or Server
NA
Amazon Echo;Android
Android;AWS;Heroku;Linux;Windows Desktop or Server;WordPress
Windows Desktop or Server;WordPress
Windows Desktop or Server;WordPress
Android;Google Cloud Platform/App Engine;Firebase
Linux
Arduino
Android;Firebase
AWS;Linux;Mac OS;SharePoint;Firebase
AWS;Linux
Amazon Echo;AWS;Linux;Windows Desktop or Server
NA
iOS;Windows Desktop or Server
NA
NA
NA
AWS
Google Cloud Platform/App Engine;SharePoint;WordPress
AWS;Gaming console;Linux
Linux
Android
Android;Arduino;Windows Desktop or Server
NA
NA
Android;Arduino;Azure;ESP8266;IBM Cloud or Watson;Linux;Raspberry Pi;Windows Desktop or Server;Firebase
NA
Amazon Echo;AWS;Serverless
NA
Linux
Linux;Raspberry Pi
Linux
Linux
Linux;Windows Desktop or Server
Apple Watch or Apple TV;iOS;Firebase
Linux;Raspberry Pi
Drupal;Linux;Mac OS;Raspberry Pi;Windows Desktop or Server
NA
AWS;Linux;Serverless
NA
NA
NA
NA
Azure
Google Cloud Platform/App Engine;Heroku;WordPress
NA
Linux
NA
NA
NA
SharePoint;Windows Desktop or Server
AWS;Heroku;Linux;Salesforce
Linux
NA
Android;AWS;ESP8266;Linux;Raspberry Pi
Android;Windows Desktop or Server
AWS;Google Cloud Platform/App Engine;Linux;Raspberry Pi;WordPress;Firebase
Azure;Google Cloud Platform/App Engine;Linux;Windows Desktop or Server
Android;Windows Desktop or Server;WordPress
NA
Linux;Firebase
NA
Android;Firebase
Android;Windows Desktop or Server
Azure;Drupal;Raspberry Pi;Windows Desktop or Server;WordPress
Android;Drupal;Linux;Mac OS;Windows Desktop or Server;WordPress
Android;AWS;Linux;Mac OS;Raspberry Pi
Android;Arduino;Linux;Raspberry Pi;Windows Desktop or Server
Android;Arduino;AWS;Linux;WordPress
SharePoint
Linux;Windows Desktop or Server
Arduino;Windows Desktop or Server
Linux;Windows Desktop or Server
NA
NA
SharePoint;Windows Desktop or Server
Arduino;Linux;Raspberry Pi;Windows Desktop or Server
AWS;Heroku;Linux;Mac OS
Azure;Drupal;Linux;Salesforce;SharePoint;Windows Desktop or Server
NA
Linux
NA
Apple Watch or Apple TV;iOS;Mac OS;Firebase
NA
Azure
Windows Desktop or Server;Firebase
Android;AWS;Windows Desktop or Server
Android;Linux
NA
Android;AWS;Azure;Raspberry Pi;Windows Desktop or Server
Linux;Mac OS
NA
Raspberry Pi;WordPress
NA
Linux;Raspberry Pi;Windows Desktop or Server
Android;Azure;Heroku;iOS;Raspberry Pi;Firebase
NA
NA
IBM Cloud or Watson;iOS
NA
Android;iOS;WordPress;Firebase
AWS
Android;iOS
NA
NA
Android;Arduino;Linux;Raspberry Pi
Drupal;Windows Desktop or Server;WordPress
NA
AWS;Azure;Google Cloud Platform/App Engine;Heroku;Linux;Mac OS;Windows Desktop or Server
Linux
NA
Android;Drupal;Heroku;Linux;Firebase
Heroku;Windows Desktop or Server;Firebase
Heroku
Google Cloud Platform/App Engine;Linux;Raspberry Pi
Amazon Echo;Azure;Raspberry Pi;Windows Desktop or Server
Firebase
Heroku;Linux;WordPress
Azure
NA
NA
NA
Android;Raspberry Pi
WordPress
Android;Heroku;iOS;Linux
NA
NA
Android;Heroku;Linux;Mac OS;WordPress
Drupal;SharePoint;WordPress;Firebase
NA
Arduino;ESP8266;Linux;Raspberry Pi
Google Cloud Platform/App Engine;Linux;WordPress
NA
Android;Heroku;Linux;Mac OS;Windows Desktop or Server
NA
Android;Arduino;Azure;Google Cloud Platform/App Engine;Heroku
NA
NA
Android;Google Cloud Platform/App Engine;Linux;Salesforce;Windows Desktop or Server;WordPress
NA
NA
NA
Android;Firebase
Linux;Windows Desktop or Server;WordPress
NA
Windows Desktop or Server
Android
AWS
Amazon Echo;Android;Apple Watch or Apple TV;Arduino;AWS;Google Cloud Platform/App Engine;Google Home;iOS;Linux;Mac OS;Raspberry Pi
NA
WordPress
NA
NA
Arduino;iOS
NA
Mac OS;Raspberry Pi;Serverless
NA
Linux;Firebase
Arduino;Linux;Windows Desktop or Server
Android;Google Cloud Platform/App Engine;Linux;Mac OS;Firebase
Linux;Windows Desktop or Server
Azure
Google Cloud Platform/App Engine;Linux;WordPress
WordPress
AWS;Google Cloud Platform/App Engine;Linux;Serverless;Firebase
Android;AWS
AWS;Heroku;Linux;Mac OS;WordPress
Linux;Windows Desktop or Server
Android;iOS
Arduino;Linux;Windows Desktop or Server
NA
iOS;Predix
AWS;Linux;Serverless
SharePoint;Windows Phone
Mac OS
Amazon Echo;Android;Apple Watch or Apple TV;Arduino;ESP8266;Gaming console;iOS;Linux;Mac OS;Raspberry Pi;SharePoint;Windows Phone
NA
Linux
Serverless
NA
WordPress
NA
Windows Desktop or Server;Windows Phone
Windows Desktop or Server
Linux;Windows Desktop or Server
AWS;Heroku;Windows Phone
Amazon Echo;AWS;Salesforce;Serverless
Linux;Raspberry Pi;Windows Desktop or Server
AWS;Drupal;Linux;Mac OS;Windows Desktop or Server
Android;Apple Watch or Apple TV;Azure;Google Cloud Platform/App Engine;iOS;Mac OS;Firebase
Android;Arduino;Linux
Azure
Arduino;Linux;Raspberry Pi;Windows Desktop or Server
AWS;Linux;Mac OS;Serverless
Android;AWS;Google Cloud Platform/App Engine;Mac OS;Windows Desktop or Server;WordPress;Firebase
Azure
NA
Android;iOS;Raspberry Pi;Firebase
Google Cloud Platform/App Engine;Linux;Mac OS
Linux;Windows Desktop or Server
Windows Desktop or Server
Android;Linux;Raspberry Pi
Linux
Android;iOS
Linux
Linux;WordPress
NA
Azure;Raspberry Pi;Windows Desktop or Server
Windows Desktop or Server
Android;iOS;Linux;Windows Phone;Firebase
Arduino;Azure
Linux;Windows Desktop or Server
Heroku;Windows Desktop or Server
Linux;Windows Desktop or Server
Linux;WordPress
NA
NA
Android
Linux;Mac OS
NA
Heroku;WordPress;Firebase
AWS;Heroku;Linux
Firebase
WordPress
Linux;Mac OS
Linux;WordPress;Firebase
NA
AWS;Google Cloud Platform/App Engine;Serverless;Firebase
AWS;Azure;Google Cloud Platform/App Engine;Linux;Mac OS;Raspberry Pi
Arduino;Drupal;Windows Desktop or Server
Windows Desktop or Server
NA
Windows Desktop or Server
Android;Raspberry Pi;Serverless;SharePoint;Windows Desktop or Server;Windows Phone;WordPress
Linux;Windows Desktop or Server
NA
Amazon Echo;Android;AWS;Heroku;Linux
Linux
NA
NA
Windows Desktop or Server
AWS
NA
NA
NA
Linux;SharePoint
NA
NA
Linux;Firebase
Android;Windows Desktop or Server;WordPress
Amazon Echo
NA
Android;AWS;Linux;Mac OS;Serverless
WordPress
NA
Mac OS;Windows Desktop or Server;WordPress
AWS;Linux;Windows Desktop or Server;Firebase
Azure;Salesforce
AWS
Android;AWS;Linux;Windows Desktop or Server
NA
Azure;Firebase
NA
Android;Arduino;Serverless;Windows Desktop or Server;WordPress;Firebase
Salesforce
Linux
NA
Linux;Windows Desktop or Server
Android;Linux;Windows Desktop or Server
AWS;Serverless
NA
NA
NA
Windows Desktop or Server
Linux
Linux;Windows Desktop or Server
AWS;Linux;Windows Desktop or Server
NA
Linux;Firebase
Android;AWS;iOS;Linux
NA
iOS;Linux;Mac OS
NA
Windows Desktop or Server;WordPress
NA
AWS;Mac OS;Windows Desktop or Server
NA
Android;Linux
NA
NA
Linux;Mac OS
NA
Linux;Mac OS;Raspberry Pi;Windows Desktop or Server;WordPress
NA
Amazon Echo;Android;iOS;Linux;Mac OS
NA
Amazon Echo;AWS;Azure;Google Home;Serverless;Windows Desktop or Server;WordPress
NA
NA
NA
Android
iOS;Firebase
Android;Arduino;Heroku;iOS;Linux;Mac OS;Raspberry Pi
NA
iOS;Mac OS
Windows Desktop or Server
Azure;Windows Desktop or Server;WordPress
NA
Linux;Windows Desktop or Server;WordPress
Android;Google Cloud Platform/App Engine;iOS;Firebase
Heroku;Firebase
iOS
Android;AWS;iOS
NA
NA
Linux;Mac OS;Raspberry Pi
Android;Arduino;Linux
Windows Desktop or Server
Raspberry Pi;Firebase
Heroku;Linux;Windows Desktop or Server;WordPress
Heroku;Windows Desktop or Server;Windows Phone;WordPress
Android;Azure;WordPress
Azure
AWS;Drupal;WordPress
Windows Desktop or Server
Linux;Windows Desktop or Server
Windows Desktop or Server
NA
Linux;Windows Desktop or Server
NA
NA
NA
NA
NA
Windows Desktop or Server
Arduino;AWS;Linux
AWS;Azure;Google Cloud Platform/App Engine
NA
Linux;Mac OS;Raspberry Pi;Serverless
Android;Drupal;Linux
Arduino;Windows Desktop or Server
NA
AWS;Linux
NA
NA
NA
Linux
Windows Desktop or Server
AWS
Android;Google Cloud Platform/App Engine;iOS;Firebase
Azure
Linux;Mac OS;Mainframe
Linux;Raspberry Pi
Mac OS
Amazon Echo;Android;AWS;Azure;Google Cloud Platform/App Engine;Linux;Mac OS;Raspberry Pi
NA
NA
Windows Desktop or Server
Android
AWS;Linux
NA
WordPress;Firebase
NA
NA
NA
Android
Heroku;WordPress
Android;AWS;Heroku;Linux;WordPress
AWS;Linux;SharePoint
Android;Windows Desktop or Server
AWS;Linux;Mac OS
Linux;Windows Desktop or Server
Linux;Mac OS
AWS
Android;Google Cloud Platform/App Engine;Windows Desktop or Server
Android;Raspberry Pi;Windows Phone
NA
NA
Azure;Linux;Serverless;WordPress
NA
Android;Arduino;ESP8266;WordPress
NA
AWS;Windows Desktop or Server
Arduino;ESP8266;Linux;Raspberry Pi
NA
AWS;Drupal;Linux;Mac OS;WordPress
Windows Desktop or Server
Windows Desktop or Server
Android;iOS;Firebase
NA
NA
Android;iOS;Mac OS;Windows Desktop or Server
AWS;Google Cloud Platform/App Engine;Linux;Mac OS;Serverless
NA
NA
NA
NA
NA
Arduino
AWS;Linux;Mac OS
NA
Google Cloud Platform/App Engine;Linux;Raspberry Pi;Windows Desktop or Server
Amazon Echo;AWS;Linux
NA
Android;iOS
Heroku;Linux;Mac OS
NA
NA
Azure;Linux;Mac OS
NA
NA
NA
iOS
AWS;Drupal;Linux;Mac OS;Raspberry Pi;WordPress
Gaming console
Android
Windows Desktop or Server
Android;Azure;iOS;WordPress
Google Cloud Platform/App Engine;Heroku;Linux;Firebase
AWS;Azure;Linux;Raspberry Pi;Windows Desktop or Server;WordPress
AWS
Linux
AWS;Linux;Windows Desktop or Server
Linux;Windows Desktop or Server
Linux;Windows Desktop or Server
AWS;Heroku;Linux;Raspberry Pi;Salesforce;Windows Desktop or Server;WordPress
NA
Heroku
NA
Linux
NA
Windows Desktop or Server
Mac OS;Firebase
Windows Desktop or Server;WordPress
NA
Drupal;WordPress
NA
Amazon Echo;Android;Apple Watch or Apple TV;AWS;Azure;Google Home;Linux;Mac OS;Raspberry Pi;Salesforce;Serverless;Windows Desktop or Server;WordPress
NA
AWS;Linux;Mac OS;Firebase
WordPress
Windows Desktop or Server
Azure;Windows Desktop or Server
AWS;Heroku;Linux;Raspberry Pi;Serverless;Firebase
Windows Desktop or Server
Mac OS
AWS;Linux
NA
NA
NA
NA
Android;Mac OS;WordPress;Firebase
Google Cloud Platform/App Engine;Linux;Serverless
NA
Android;AWS;Heroku;iOS;Firebase
Android;AWS;Drupal;iOS;Linux;Mac OS;Windows Desktop or Server;Windows Phone;WordPress
NA
NA
NA
Linux
Heroku;Windows Desktop or Server
NA
NA
NA
AWS;Google Cloud Platform/App Engine;Mac OS;Firebase
Android;Arduino;Heroku;Linux;Raspberry Pi;Windows Desktop or Server;WordPress
Google Cloud Platform/App Engine;iOS;Linux;Mac OS;Firebase
AWS;Linux;Serverless
Windows Desktop or Server
Linux;Windows Desktop or Server;WordPress
Android
NA
NA
NA
NA
Google Cloud Platform/App Engine;Linux;Mac OS;Windows Desktop or Server
NA
NA
NA
AWS;Heroku
Android;AWS;Linux;WordPress
Windows Desktop or Server
AWS;Heroku
iOS;Firebase
Arduino;Azure;ESP8266;Linux;Raspberry Pi;Windows Desktop or Server
Apple Watch or Apple TV;iOS;Mac OS
Windows Desktop or Server
Android;Azure;iOS;Windows Desktop or Server
iOS;Windows Desktop or Server
NA
NA
Gaming console
Android;Arduino;AWS;Azure;Linux;Mac OS;Windows Desktop or Server;WordPress
NA
AWS;Google Cloud Platform/App Engine;Heroku;Linux;Salesforce;Serverless;Windows Desktop or Server
Linux
AWS;Drupal;Heroku;Linux;Raspberry Pi;Windows Desktop or Server
Drupal;Heroku;WordPress
Arduino;Raspberry Pi;Windows Desktop or Server
Linux;Windows Desktop or Server
NA
Linux;Raspberry Pi;Windows Desktop or Server
AWS;Heroku;Linux;Mac OS
Arduino;Linux;Raspberry Pi
WordPress
Mac OS
NA
AWS;Azure;Linux;Windows Desktop or Server
Windows Desktop or Server
Android;AWS;iOS;Linux;Mac OS;WordPress
Android;Windows Desktop or Server;Windows Phone
Heroku;iOS
iOS
Android;Arduino;AWS;Azure;Raspberry Pi;WordPress;Firebase
AWS;Serverless;Windows Desktop or Server
Windows Desktop or Server
Android;AWS;iOS;Mac OS;WordPress
Apple Watch or Apple TV;iOS;Mac OS
AWS;Windows Desktop or Server
AWS
Heroku;Linux;SharePoint;WordPress
Android;Gaming console;Linux;Mac OS;Raspberry Pi;SharePoint;Windows Desktop or Server
Android;Linux;Mac OS;Windows Desktop or Server;WordPress
iOS;Windows Phone;Firebase
Linux;Raspberry Pi;Windows Desktop or Server
Azure;Raspberry Pi;Windows Desktop or Server;Windows Phone
AWS;Linux;Mac OS;Serverless;WordPress
NA
Linux;Mac OS;Windows Desktop or Server
NA
NA
AWS;Azure;Linux;Mac OS;SharePoint;Windows Desktop or Server
AWS
NA
Arduino;ESP8266
Android;AWS
NA
AWS;Heroku
Android;iOS;WordPress
Arduino;Linux;Raspberry Pi
NA
AWS;Azure;Linux;Windows Desktop or Server;WordPress
NA
Android;iOS
NA
AWS;iOS;Linux;Mac OS;Windows Desktop or Server
Heroku;Linux;WordPress
Drupal;Linux
Windows Desktop or Server
NA
NA
NA
Arduino;AWS;Azure;Raspberry Pi;Windows Desktop or Server
Linux;Windows Desktop or Server
Google Cloud Platform/App Engine;Linux;Serverless;WordPress;Firebase
Windows Desktop or Server
Linux
AWS;Linux
NA
Android;iOS;Linux
Windows Desktop or Server
NA
Android;Google Cloud Platform/App Engine;iOS;Raspberry Pi;Firebase
Android;Linux;Firebase
NA
NA
Linux;Windows Desktop or Server
Linux
NA
Google Cloud Platform/App Engine
Android;Windows Desktop or Server
ESP8266;Windows Desktop or Server
Linux
Linux;Windows Desktop or Server
AWS;Azure;Google Cloud Platform/App Engine;Linux;Mac OS
Windows Desktop or Server
Azure;Windows Desktop or Server
Linux;Windows Desktop or Server
AWS;Linux
Linux;Raspberry Pi
Android;AWS;Azure;Linux
NA
Windows Desktop or Server
Android;Google Cloud Platform/App Engine;Linux;Mac OS;Windows Desktop or Server;Firebase
Linux
Linux;Mac OS
WordPress
Heroku
Linux;Mac OS;Raspberry Pi;Windows Desktop or Server
Android;Linux;Raspberry Pi;WordPress
Android;Linux
NA
NA
NA
NA
Android;Firebase
NA
Azure;Windows Phone;WordPress
NA
AWS;Azure;Linux;Windows Desktop or Server;WordPress
AWS;Heroku;Linux;Serverless;Windows Desktop or Server
Mac OS
Azure;Windows Desktop or Server
NA
Android;AWS;Linux;Raspberry Pi;SharePoint;Windows Desktop or Server
NA
Android
AWS
Linux
Linux;Mac OS
NA
Mainframe
Linux;Raspberry Pi;Windows Desktop or Server
Raspberry Pi;Windows Desktop or Server
Android;AWS;Azure;iOS;Linux;Mac OS;Mainframe;Raspberry Pi;Windows Desktop or Server
NA
Android;Arduino;AWS;Serverless;WordPress
NA
Arduino
AWS;Linux
AWS;Heroku;Linux;Mac OS
NA
Linux;Windows Desktop or Server
Android;Arduino;iOS;Mac OS;Firebase
NA
Android;AWS;Firebase
Android;iOS;Linux
Windows Desktop or Server
Android;Arduino;WordPress;Firebase
NA
Android;Arduino;AWS;Azure;Linux;Salesforce;SharePoint;Windows Desktop or Server;Windows Phone
Windows Desktop or Server
AWS;Linux
Linux;Mac OS;Windows Desktop or Server
NA
NA
NA
Android;AWS;Linux
WordPress
NA
Windows Desktop or Server;Windows Phone
Linux
Linux;Windows Desktop or Server
Android;Linux
Linux;Windows Desktop or Server
Amazon Echo;Android;Linux;Mac OS;Raspberry Pi;Serverless
NA
Linux;WordPress
Android;Linux;Raspberry Pi;Windows Desktop or Server
NA
NA
NA
SharePoint;Windows Desktop or Server
Android;AWS;Google Cloud Platform/App Engine;Heroku;WordPress;Firebase
NA
Azure;Linux;Serverless;Windows Desktop or Server
Heroku;Linux;Mac OS;Windows Desktop or Server;WordPress
AWS;Linux
AWS;Google Cloud Platform/App Engine
Linux;Windows Desktop or Server
Windows Desktop or Server
AWS;Drupal;Linux;Raspberry Pi
WordPress
Linux;Raspberry Pi;WordPress
NA
NA
NA
Android;AWS;Azure;iOS;Raspberry Pi;Salesforce;SharePoint;WordPress
Android;Linux
Windows Desktop or Server
iOS;Linux;Mac OS;WordPress
Linux;Mac OS
NA
Azure;Windows Desktop or Server;Windows Phone
Linux
AWS;Azure;Linux;Windows Desktop or Server
NA
Android;Firebase
NA
Google Home;Linux
NA
AWS
Arduino;iOS;Mac OS
Linux;Windows Desktop or Server
Windows Desktop or Server
AWS;ESP8266;Google Home;Raspberry Pi;Windows Desktop or Server
Google Home;Linux
Linux
Heroku;Linux
AWS;Google Cloud Platform/App Engine;Linux;Mac OS
Heroku
Linux
NA
NA
AWS;Google Cloud Platform/App Engine;Heroku;iOS;Mac OS
NA
Windows Desktop or Server
AWS;Azure;Raspberry Pi;Serverless;SharePoint;Windows Desktop or Server;Windows Phone
Azure
NA
Linux;Windows Desktop or Server
NA
WordPress
Azure;Windows Desktop or Server
NA
Linux;Windows Desktop or Server
Android;AWS;Azure;Heroku;iOS;Linux;Mac OS;Windows Desktop or Server;Firebase
iOS
NA
Drupal;Heroku
NA
Android;Azure;Windows Desktop or Server
NA
Android;Arduino;ESP8266;iOS;Linux;Mac OS;Raspberry Pi;Windows Desktop or Server
AWS;Drupal;Linux;WordPress
NA
NA
Android;Windows Desktop or Server
Azure;Windows Desktop or Server
NA
Android;Firebase
NA
Android;Heroku;Linux;Windows Desktop or Server
Windows Desktop or Server
Windows Desktop or Server
Android;Google Cloud Platform/App Engine;iOS;Linux;Mac OS;Raspberry Pi;Windows Desktop or Server;WordPress
Windows Desktop or Server
Android;Linux;Mac OS;Raspberry Pi;Windows Desktop or Server
Android;AWS;Google Cloud Platform/App Engine;iOS;Linux;Mac OS
Linux;Windows Desktop or Server
Android;iOS;Linux
Linux;Windows Desktop or Server
Azure;Heroku;iOS;Linux;Mac OS;Firebase
NA
NA
NA
Azure;Windows Desktop or Server;WordPress
AWS;Salesforce;SharePoint
Arduino;Linux;Raspberry Pi
Android
Linux;Windows Desktop or Server
NA
NA
Linux
NA
Android
Android;Arduino;Azure;Gaming console;Google Cloud Platform/App Engine;Linux;Raspberry Pi;Windows Desktop or Server;Windows Phone
Android;AWS;iOS;Linux;Mac OS;Windows Desktop or Server;Windows Phone
Windows Desktop or Server
AWS
Linux;Mac OS;Windows Desktop or Server;Firebase
AWS;Azure;iOS;Linux;Mac OS;WordPress
NA
Arduino;Azure;Heroku;IBM Cloud or Watson;Linux;Raspberry Pi;Windows Desktop or Server;Windows Phone;WordPress
Arduino;AWS;Drupal;iOS;Raspberry Pi;WordPress
NA
Heroku;Mac OS
AWS;Linux
NA
NA
Android;Linux
NA
Windows Desktop or Server
Android;Heroku;Linux;Windows Desktop or Server
Android
NA
Heroku
Windows Desktop or Server
Android
Windows Desktop or Server
Linux
Linux;Windows Desktop or Server
Azure
Android;Windows Desktop or Server
NA
AWS
AWS;Windows Desktop or Server
NA
Android;Linux
WordPress
NA
Linux
iOS
